Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Speed.Maximum,Speed.Accelaration,Color,Price,number_of_owners,pets,smoking,location,number_of_replacements,km
77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase AWD,GMC,2012 GMC Savana,2012,310,334,244,5.0,Azul,90000,2,No,No,Porto,2,50000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler  Call Of Duty MW3 Edition,Jeep,2012 Jeep Wrangler,2012,285,260,244,5.0,Cinzento,85000,1,Yes,No,Guarda,3,40000
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler  Call Of Duty MW3 Edition AT,Jeep,2012 Jeep Wrangler,2012,285,260,255,4.0,Encarnado,80000,3,No,No,Beja,1,100000
66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Premier,Volvo,2012 Volvo XC70,2012,240,236,244,5.0,Azul Corrida,75000,1,Yes,Yes,Aveiro,4,5000
66,230,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC70 T6 AWD Platinum,Volvo,2012 Volvo XC70,2012,300,325,245,6.0,Azul Corrida,85000,2,No,Yes,Aveiro,0,170000
66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Platinum,Volvo,2012 Volvo XC70,2012,240,236,255,6.0,Azul,70000,3,No,Yes,Évora,4,20000
66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Premier Plus,Volvo,2012 Volvo XC70,2012,240,236,260,4.0,Cinzento,70000,5,No,Yes,Viseu,0,100000
66,230,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC70 T6 AWD Premier Plus,Volvo,2012 Volvo XC70,2012,300,325,255,4.5,Preto,85000,4,No,Yes,Faro,2,70000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2012 BMW 328i Coup,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,250,5.5,Branco,95000,5,No,Yes,Braga,3,70000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 328i Coup AT,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,255,5.5,Prateado,95000,2,No,No,Santarém,2,10
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 BMW 328i xDrive Coup,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,245,5.0,Azul Corrida,95000,1,Yes,Yes,Santarém,1,250000
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 BMW 328i xDrive Coup AT,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,260,6.0,Amarelo,85000,2,Yes,No,Setúbal,3,200000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2012 BMW 335i Coup,BMW,2012 BMW 3 Series Coup,2012,300,300,255,5.5,Laranja,95000,2,No,Yes,Viseu,3,200000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 335i Coup AT,BMW,2012 BMW 3 Series Coup,2012,300,300,245,5.0,Prateado,80000,3,No,Yes,Évora,2,20000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 BMW 335is Coup,BMW,2012 BMW 3 Series Coup,2012,320,332,245,5.5,Cinzento,95000,1,No,No,Bragança,1,60000
114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 BMW 335is Coup AT,BMW,2012 BMW 3 Series Coup,2012,320,332,247,6.0,Branco,70000,3,Yes,No,Guarda,4,50000
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 BMW 335i xDrive Coup,BMW,2012 BMW 3 Series Coup,2012,300,300,250,4.5,Amarelo,85000,5,Yes,Yes,Açores,1,30000
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 335i xDrive Coup AT,BMW,2012 BMW 3 Series Coup,2012,300,300,255,5.5,Encarnado,80000,2,Yes,No,Açores,0,20000
132,9,24,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,6,6 Speed Manual,14,Gasoline,20,Manual transmission,2012 BMW M3 Coup,BMW,2012 BMW 3 Series Coup,2012,414,295,350,2.5,Verde,100000,2,No,Yes,Viseu,2,100000
132,9,24,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,7,7 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 BMW M3 Coup AT,BMW,2012 BMW 3 Series Coup,2012,414,295,300,3.0,Preto,200000,5,Yes,No,Viana do Castelo,0,150000
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 Platinum,Volvo,2012 Volvo XC90,2012,240,236,244,5.0,Encarnado,95000,2,No,Yes,Lisboa,3,150000
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,244,4.0,Prateado,80000,1,No,No,Castelo Branco,4,200000
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design Platinum,Volvo,2012 Volvo XC90,2012,240,236,245,4.5,Azul,85000,5,No,Yes,Santarém,0,10000
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,255,4.0,Azul Marinho,70000,1,No,No,Setúbal,4,100000
175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Premier Plus,Volvo,2012 Volvo XC60,2012,240,236,245,6.0,Verde Corrida,80000,4,No,No,Setúbal,3,250000
175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Platinum,Volvo,2012 Volvo XC60,2012,240,236,255,5.5,Branco,75000,2,No,No,Açores,1,40000
175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Premier,Volvo,2012 Volvo XC60,2012,240,236,260,5.5,Amarelo,95000,1,Yes,Yes,Coimbra,0,2000
66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Premier Plus,Volvo,2012 Volvo XC70,2012,240,236,245,5.5,Azul Marinho,95000,1,No,No,Porto,0,1000
66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Premier,Volvo,2012 Volvo XC70,2012,240,236,255,5.0,Encarnado,75000,3,Yes,Yes,Coimbra,0,1000
66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Platinum,Volvo,2012 Volvo XC70,2012,240,236,244,4.0,Cinzento,70000,2,Yes,Yes,Setúbal,3,70000
39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4,Land Rover,2012 Land Rover LR4,2012,375,375,290,3.0,Verde Corrida,250000,5,Yes,Yes,Faro,4,10000
39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4 HSE LUX,Land Rover,2012 Land Rover LR4,2012,375,375,320,1.9,Azul Marinho,250000,2,No,Yes,Beja,4,2000
39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4 HSE,Land Rover,2012 Land Rover LR4,2012,375,375,320,3.5,Encarnado,100000,2,No,Yes,Aveiro,4,10
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade,Cadillac,2012 Cadillac Escalade,2012,403,417,290,2.0,Prateado,150000,1,Yes,No,Castelo Branco,3,2000
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2012 Cadillac Escalade AWD,Cadillac,2012 Cadillac Escalade,2012,403,417,320,2.0,Prateado,150000,4,Yes,Yes,Açores,3,20000
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2012 Cadillac Escalade Luxury,Cadillac,2012 Cadillac Escalade,2012,403,417,350,1.9,Cinzento,150000,2,Yes,No,Açores,0,120000
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2012 Cadillac Escalade Luxury AWD,Cadillac,2012 Cadillac Escalade,2012,403,417,270,1.9,Amarelo,250000,1,Yes,Yes,Faro,2,60000
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Premium,Cadillac,2012 Cadillac Escalade,2012,403,417,320,1.9,Encarnado,250000,5,No,Yes,Braga,3,250000
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Premium AWD,Cadillac,2012 Cadillac Escalade,2012,403,417,300,2.5,Azul Marinho,150000,2,No,Yes,Lisboa,3,150000
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Platinum,Cadillac,2012 Cadillac Escalade,2012,403,417,270,3.0,Cinzento,250000,1,Yes,Yes,Vila Real,4,1000
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Platinum AWD,Cadillac,2012 Cadillac Escalade,2012,403,417,270,2.0,Azul Marinho,150000,2,No,Yes,Bragança,2,1000
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367,244,5.5,Branco,90000,5,No,Yes,Setúbal,3,10
135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid 4WD,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367,247,4.0,Branco,90000,2,No,Yes,Viseu,4,40000
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid Platinum,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367,247,4.0,Branco,80000,3,No,Yes,Setúbal,4,80000
135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid Platinum 4WD,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367,255,4.5,Prateado,75000,3,No,No,Setúbal,3,20000
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,290,2.5,Azul Corrida,100000,1,Yes,No,Setúbal,4,250000
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,270,2.5,Preto,250000,3,No,Yes,Viseu,1,80000
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Luxury,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,270,3.0,Prateado,250000,1,Yes,No,Viseu,3,70000
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Luxury AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,350,2.5,Branco,150000,1,No,Yes,Lisboa,1,2000
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2012 Cadillac Escalade ESV Premium,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,270,1.9,Encarnado,100000,5,No,No,Setúbal,2,50000
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission,2012 Cadillac Escalade ESV Premium AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,350,2.0,Cinzento,100000,1,Yes,No,Faro,0,100000
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Platinum,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,290,1.9,Encarnado,250000,1,Yes,No,Braga,1,300000
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission,2012 Cadillac Escalade ESV Platinum AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417,320,3.0,Verde,250000,1,No,Yes,Açores,1,20000
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover HSE LUX,Land Rover,2012 Land Rover Range Rover,2012,375,375,300,2.0,Laranja,150000,4,Yes,No,Castelo Branco,1,60000
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Autobiography,Land Rover,2012 Land Rover Range Rover,2012,510,461,300,2.5,Laranja Lava,200000,2,Yes,Yes,Porto,3,90000
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Supercharged,Land Rover,2012 Land Rover Range Rover,2012,510,461,290,3.5,Verde Corrida,100000,1,Yes,Yes,Beja,0,5000
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover HSE,Land Rover,2012 Land Rover Range Rover,2012,375,375,320,3.5,Azul Marinho,150000,2,Yes,Yes,Viana do Castelo,2,2000
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 BMW 328i Convertible,BMW Motorrad,2012 BMW 3 Series Convertible,2012,230,200,244,5.5,Branco,75000,1,Yes,No,Santarém,2,120000
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 328i Convertible AT,BMW Motorrad,2012 BMW 3 Series Convertible,2012,230,200,245,5.0,Laranja Lava,85000,2,No,No,Portalegre,3,170000
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2012 BMW 335i Convertible,BMW,2012 BMW 3 Series Convertible,2012,300,300,255,5.0,Azul Corrida,95000,2,No,Yes,Bragança,1,40000
104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 335i Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,300,300,245,4.0,Verde Corrida,70000,1,Yes,Yes,Beja,4,90000
91,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 BMW 335is Convertible,BMW,2012 BMW 3 Series Convertible,2012,320,332,245,5.5,Verde,85000,3,No,No,Açores,0,60000
91,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 BMW 335is Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,320,332,247,4.0,Azul Corrida,70000,3,Yes,No,Açores,3,300000
111,7,11,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,6,6 Speed Manual,13,Gasoline,20,Manual transmission,2012 BMW M3 Convertible,BMW,2012 BMW 3 Series Convertible,2012,414,295,270,2.5,Branco,100000,1,Yes,Yes,Viana do Castelo,3,50000
111,7,11,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,7,7 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 BMW M3 Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,414,295,320,3.0,Verde,100000,1,Yes,No,Beja,3,170000
252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Sport HSE LUX,Land Rover,2012 Land Rover Range Rover Sport,2012,375,375,270,2.0,Cinzento,200000,5,Yes,No,Madeira,1,250000
252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover Range Rover Sport Autobiography,Land Rover,2012 Land Rover Range Rover Sport,2012,510,461,320,3.0,Laranja Lava,250000,5,Yes,No,Madeira,2,150000
252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Sport HSE,Land Rover,2012 Land Rover Range Rover Sport,2012,375,375,350,3.5,Verde Corrida,250000,1,Yes,Yes,Lisboa,2,200000
252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover Range Rover Sport Supercharged,Land Rover,2012 Land Rover Range Rover Sport,2012,510,461,350,3.5,Preto,100000,5,No,Yes,Portalegre,0,5000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,260,6.0,Laranja Lava,70000,1,Yes,Yes,Faro,1,30000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD Platinum,Volvo,2012 Volvo XC90,2012,240,236,255,4.5,Preto,70000,3,No,No,Guarda,0,10
183,40,67,Rear-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,23,Gasoline,34,Automatic transmission,2012 BMW 528i Sedan,BMW,2012 BMW 5 Series Sedan,2012,240,260,245,4.5,Azul Marinho,70000,2,Yes,No,Faro,1,170000
183,40,67,All-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 BMW 528i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,240,260,255,5.5,Verde,95000,3,Yes,No,Açores,3,250000
183,40,67,All-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 BMW 528i xDrive Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,240,260,245,4.5,Azul,70000,2,No,No,Coimbra,1,60000
183,183,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2012 BMW 535i Sedan,BMW,2012 BMW 5 Series Sedan,2012,300,300,250,5.5,Preto,85000,2,No,No,Viana do Castelo,4,170000
183,40,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,31,Automatic transmission,2012 BMW 535i Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,300,300,247,6.0,Branco,75000,1,Yes,Yes,Viana do Castelo,2,50000
183,40,67,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 BMW 535i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,300,300,245,4.5,Azul Corrida,70000,1,Yes,Yes,Braga,2,250000
183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2012 BMW 550i Sedan,BMW,2012 BMW 5 Series Sedan,2012,400,450,300,2.5,Verde,150000,4,Yes,No,Madeira,4,250000
183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2012 BMW 550i Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,400,450,300,2.0,Cinzento,100000,1,No,No,Setúbal,2,40000
183,40,67,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2012 BMW 550i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,400,450,290,2.5,Verde Corrida,200000,2,Yes,No,Aveiro,2,200000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD Platinum,Volvo,2012 Volvo XC90,2012,240,236,255,6.0,Verde Corrida,75000,5,No,No,Viana do Castelo,2,300000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,247,4.0,Encarnado,70000,5,No,No,Guarda,2,40000
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2012 Aston Martin DB9 Luxury SE,Aston Martin,2012 Aston Martin DB9 Coup,2012,470,443,290,2.0,Laranja Lava,100000,2,Yes,Yes,Évora,2,2000
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2012 Aston Martin DB9 Sport SE,Aston Martin,2012 Aston Martin DB9 Coup,2012,470,443,300,3.0,Azul Marinho,100000,1,No,No,Évora,1,70000
